sbd,yy,toan,van,khxh,khtn,ls,dl,gdcd,sh,vl,hh,ta
2009027,2002,6.4,5,-1,5,-1,-1,-1,3,6,6,4
2009028,2002,8.6,6.75,-1,6.75,-1,-1,-1,6.5,7.25,6.5,9
2009029,2002,6.2,6.25,6.08,-1,3.5,6.25,8.5,-1,-1,-1,4.8
2009030,2002,5.2,6.5,5.17,-1,3.75,5.75,6,-1,-1,-1,3.2
2009031,2002,7.6,7.5,-1,6.58,-1,-1,-1,5.75,7,7,6.2
2009032,2002,6.4,6.25,-1,6.08,-1,-1,-1,5,5.75,7.5,4.8
2009033,2002,8.2,5.75,-1,5.25,-1,-1,-1,5,6,4.75,3.8
2009034,2002,5.4,4,4.83,-1,3.25,5.25,6,-1,-1,-1,5.4
2009035,2002,5.2,7.5,-1,4.92,-1,-1,-1,5,4.75,5,3.4
2009036,2002,6,7.75,-1,3.75,-1,-1,-1,4.75,3,3.5,3.4
2009037,2002,7,7,5.33,-1,3,4,9,-1,-1,-1,3.2
2009038,2002,5.8,7.75,6.08,-1,4.25,6.5,7.5,-1,-1,-1,5.8
2009039,2002,6.4,6,-1,5.08,-1,-1,-1,4.5,5.5,5.25,4.2
2009040,2002,5.6,6.5,-1,3.58,-1,-1,-1,3.5,4.5,2.75,5
2009041,2001,6.2,6.5,-1,4.83,-1,-1,-1,4.25,6.75,3.5,3.2
2009042,2002,6.8,6.25,6.67,-1,6,6.5,7.5,-1,-1,-1,6.6
2009043,2002,5.4,6.75,6.58,-1,4.75,6.75,8.25,-1,-1,-1,4
2009044,2002,6.4,5.75,-1,4.92,-1,-1,-1,3.5,7,4.25,4.8
2009045,2002,7.2,7.5,-1,5.58,-1,-1,-1,5,5.25,6.5,3.6
2009046,2002,5.6,6.75,-1,5.25,-1,-1,-1,4.75,6,5,4.4
2009047,2002,6.6,6.25,-1,5.17,-1,-1,-1,4.75,5.75,5,4.2
2009048,2002,6.4,7.5,5.92,-1,3,6.75,8,-1,-1,-1,4.2
2009049,2002,5.6,7.25,5.42,-1,3.25,5.5,7.5,-1,-1,-1,2.6
2009050,2002,6.4,6.5,-1,6.17,-1,-1,-1,6,6.25,6.25,6
2009051,2002,3.4,7,5.58,-1,2.5,7,7.25,-1,-1,-1,4.2
2009052,2002,7.8,6.75,-1,6.67,-1,-1,-1,6.5,7.25,6.25,5.2
2009053,2002,7.8,7,-1,6.08,-1,-1,-1,5.5,6.25,6.5,4.2
2009054,2002,6.8,7.75,7.25,-1,6.25,7.75,7.75,-1,-1,-1,3.4
2009055,2002,6.8,6.75,-1,6,-1,-1,-1,4.75,6.25,7,4.2
2009056,2002,7,6.25,6.92,-1,4.5,7,9.25,-1,-1,-1,5.2
2009057,2002,7.6,7.75,6.83,-1,5.25,7,8.25,-1,-1,-1,6.2
2009058,2002,7.2,6.75,6.67,-1,6,6,8,-1,-1,-1,4.8
2009059,2002,6.8,7.25,-1,5.75,-1,-1,-1,5.25,6.5,5.5,4.8
2009060,2002,6,6.75,6.92,-1,5.75,6.25,8.75,-1,-1,-1,7.8
2009061,2002,7.8,6.25,-1,6.75,-1,-1,-1,5.5,7,7.75,3.2
2009062,2002,8,7,-1,7.42,-1,-1,-1,6.5,7.25,8.5,4.6
2009063,2002,8.6,6.5,-1,7.08,-1,-1,-1,6.25,7.5,7.5,6.2
2009064,2002,6.8,6.75,5.33,-1,3.75,5,7.25,-1,-1,-1,4.4
2009065,2002,7.8,6,-1,6.33,-1,-1,-1,4.75,6.75,7.5,6
2009066,2002,7.4,6,-1,5.25,-1,-1,-1,4.75,5.5,5.5,6.2
2009067,2002,7.6,6.25,-1,5.17,-1,-1,-1,5.75,4.75,5,7.4
2009068,2002,7.2,6.5,-1,5.75,-1,-1,-1,4.5,7,5.75,4
2009069,2002,7.4,6.5,8.25,-1,7.75,7.5,9.5,-1,-1,-1,3.4
2009070,2002,8.2,8,7.58,-1,5.5,7.75,9.5,-1,-1,-1,4
2009071,2002,6.2,7.14,-1,4.58,-1,-1,-1,4.5,4.75,4.5,4.2
2009072,2002,7.2,7.75,-1,6.58,-1,-1,-1,5.5,7.25,7,5
2009073,2002,7,6,6,-1,4.25,6.25,7.5,-1,-1,-1,6
2009074,2002,7.6,6.5,5.5,-1,4,5.5,7,-1,-1,-1,5.4
2009075,2002,5.6,7.5,-1,4.83,-1,-1,-1,3.75,4.25,6.5,3.6
2009076,2002,8.6,7.5,-1,6.75,-1,-1,-1,6.5,6.5,7.25,5
2009077,2002,5.8,5.5,6.42,-1,5.25,6.25,7.75,-1,-1,-1,3.4
2009078,2002,6.6,6.75,-1,6.08,-1,-1,-1,5.75,7,5.5,6.2
2009079,2002,7.4,6.5,6,-1,4.25,5.5,8.25,-1,-1,-1,4.2
2009080,2002,6.8,7.5,6,-1,5.25,6,6.75,-1,-1,-1,5.2
2009081,2002,6,7.25,4.42,-1,2.25,5,6,-1,-1,-1,2.4
2009082,2002,7.8,6.75,-1,6.08,-1,-1,-1,5.5,6.5,6.25,6.4
2009083,2002,8.6,7.25,-1,6.08,-1,-1,-1,4.75,7.25,6.25,4.4
2009084,2002,6,5.75,-1,5.67,-1,-1,-1,5.75,6.25,5,5
2009085,2002,7.6,6.75,-1,5.42,-1,-1,-1,5,6,5.25,7.6
2009086,2002,7.2,8,-1,5.5,-1,-1,-1,5.25,5.75,5.5,6.8
2009087,2002,6.4,7.5,6.33,-1,4.25,6.25,8.5,-1,-1,-1,4.4
2009088,2002,7.2,7.25,-1,6.42,-1,-1,-1,6.25,6.75,6.25,5.4
2009089,2002,7,7,-1,5.33,-1,-1,-1,3.75,5.75,6.5,6.2
2009090,2002,6.4,7.75,8.25,-1,7.75,8.25,8.75,-1,-1,-1,4.6
2009091,2002,6.6,7.75,7.25,-1,5.75,7.25,8.75,-1,-1,-1,4.4
2009092,2002,6.4,7.75,-1,5.33,-1,-1,-1,4.25,5.75,6,4.6
2009093,2002,7.2,7.75,7.42,-1,5.75,7.5,9,-1,-1,-1,6.6
2009094,2002,8,6.5,-1,6.83,-1,-1,-1,5.5,7.5,7.5,4.4
2009095,2002,8,7,8.25,-1,6.75,8.5,9.5,-1,-1,-1,4.4
2009096,2002,5.4,7.25,-1,4.75,-1,-1,-1,4.5,5.25,4.5,4.4
2009097,2002,7.4,6.75,-1,6.83,-1,-1,-1,6.5,7.25,6.75,5.8
2009098,2002,6,6.5,4,-1,2.5,6,3.5,-1,-1,-1,3.6
2009099,2002,7,7.25,-1,5.33,-1,-1,-1,5,5,6,3.8
2009100,2002,7.4,7.75,-1,5.33,-1,-1,-1,5.25,6,4.75,4
2009101,2002,6.8,7.5,7.25,-1,6.25,6.75,8.75,-1,-1,-1,3
2009102,2002,6.8,5.25,8.25,-1,7.25,8,9.5,-1,-1,-1,3.2
2009103,2002,6.8,7.5,-1,4.83,-1,-1,-1,3.5,5.75,5.25,4.2
2009104,2002,8,7.25,-1,6.33,-1,-1,-1,5.25,7,6.75,4.6
2009105,2002,6.6,7.5,-1,5.92,-1,-1,-1,4.75,7,6,4.8
2009106,2002,5.8,7.5,6.5,-1,4.75,5.5,9.25,-1,-1,-1,2.6
2009107,2002,7.4,8,6.67,-1,4.75,6.75,8.5,-1,-1,-1,4.4
2009108,2002,8.2,6.5,-1,4.92,-1,-1,-1,4.5,5.5,4.75,5
2009109,2002,7,6.5,-1,6,-1,-1,-1,5,7.25,5.75,9.2
2009110,2002,6.8,7.5,6,-1,5.25,4,8.75,-1,-1,-1,5.2
2009111,2002,7.4,8,-1,5.25,-1,-1,-1,4.25,7.25,4.25,5.4
2009112,2002,6.8,6.75,-1,5.17,-1,-1,-1,4,6.75,4.75,3.2
2009113,2002,4.8,6.5,-1,4.92,-1,-1,-1,5,4.75,5,2.8
2009114,2000,5.8,7,6.83,-1,5.75,6.5,8.25,-1,-1,-1,2.4
2009115,2002,5.4,7.5,5.5,-1,2,6.25,8.25,-1,-1,-1,5
2009116,2002,5,6.75,-1,5.75,-1,-1,-1,4,7.25,6,4
2009117,2002,8,6.75,7.92,-1,6.25,8.25,9.25,-1,-1,-1,4.8
2009118,2002,7.2,7.25,-1,6.42,-1,-1,-1,6.5,6.5,6.25,3.8
2009119,2002,7.2,8,-1,6.67,-1,-1,-1,5.5,7.75,6.75,4.6
2009120,2002,5.8,6.75,-1,4.83,-1,-1,-1,4.25,5.25,5,2.4
2009121,2002,7.4,7.5,-1,6.08,-1,-1,-1,5,6.5,6.75,5
2009122,2002,7.8,7,-1,6.42,-1,-1,-1,6,6.25,7,5
2009123,2002,7.8,7.5,-1,6.42,-1,-1,-1,5,7,7.25,3.6
2009124,2002,8.2,6.75,-1,7.33,-1,-1,-1,7,7.25,7.75,4.2
2009125,2002,6.8,7.25,5.08,-1,3.25,5.25,6.75,-1,-1,-1,4.2
2009126,2002,5.4,6.25,6.08,-1,5,5.75,7.5,-1,-1,-1,5.6
2009127,2002,7.8,6.75,-1,6.58,-1,-1,-1,6,7.25,6.5,4.2
2009128,2002,7.8,7.25,6.5,-1,4.75,6.75,8,-1,-1,-1,4.4
2009129,2002,6.4,6.5,5.42,-1,3.25,5,8,-1,-1,-1,3.6
2009130,2002,8,6.75,-1,6.58,-1,-1,-1,6.25,6.5,7,5.2
2009131,2002,6.6,7,-1,5.83,-1,-1,-1,5,6.25,6.25,4.4
2009132,2002,4.2,6.5,4.83,-1,3.5,4.5,6.5,-1,-1,-1,2.8
2009133,2002,7.2,7,-1,6.25,-1,-1,-1,5.75,7.25,5.75,4.6
2009134,2002,6.2,7.25,-1,4.42,-1,-1,-1,2.75,5.25,5.25,4.2
2009135,2002,8,7.5,-1,6.33,-1,-1,-1,5.75,6.5,6.75,4.8
2009136,2002,7.2,7.5,5.58,-1,4.5,5.5,6.75,-1,-1,-1,5
2009137,2002,6,7.25,6.17,-1,3.75,7.25,7.5,-1,-1,-1,3.6
2009138,2002,7,6.75,-1,7.08,-1,-1,-1,6.5,7,7.75,6
2009139,2002,7.4,6.5,-1,4.67,-1,-1,-1,4.5,3.75,5.75,4.4
2009140,2002,6.8,7,-1,5.75,-1,-1,-1,4.25,6.75,6.25,4.6
2009141,2002,5.2,8.25,5.75,-1,4,5.75,7.5,-1,-1,-1,3.6
2009142,2002,5.2,7,-1,4.67,-1,-1,-1,4.5,4.75,4.75,4.4
2009143,2002,8.2,8.5,-1,6.25,-1,-1,-1,5.5,6,7.25,6.4
2009144,2002,7.4,6.5,-1,5.92,-1,-1,-1,5.25,6.5,6,6.2
2009145,2002,7.4,7,6,-1,3.75,5.5,8.75,-1,-1,-1,5.2
2009146,2002,6.4,7,-1,6.25,-1,-1,-1,5.75,7,6,3.6
2009147,2002,7.4,6.25,-1,6.25,-1,-1,-1,6.25,6.5,6,4.6
2009148,2002,6.4,6.75,5.25,-1,4.25,4.75,6.75,-1,-1,-1,4.8
2009149,2002,7.2,7.5,5.92,-1,4.25,6,7.5,-1,-1,-1,6
2009150,2002,6.4,7,-1,5.25,-1,-1,-1,5,5.75,5,5
2009151,2002,6.8,7.5,-1,4.58,-1,-1,-1,4.25,4.5,5,5.4
2009152,2002,5.6,6.75,7.92,-1,7,7.75,9,-1,-1,-1,3
2009153,2002,8.4,6,-1,6.75,-1,-1,-1,6.5,6.5,7.25,8.6
2009154,2002,6.6,4.75,5.42,-1,3.75,6.25,6.25,-1,-1,-1,3.6
2009155,2002,6.6,6.25,5.42,-1,3.25,6.25,6.75,-1,-1,-1,2.2
2009156,2002,7.4,7.25,6.33,-1,4.75,6.25,8,-1,-1,-1,3.6
2009157,2002,7.2,7.25,5.92,-1,4.25,6.75,6.75,-1,-1,-1,4
2009158,2002,7.6,6.75,8.17,-1,7.5,8,9,-1,-1,-1,4.4
2009159,2002,7.6,7.75,6.5,-1,5,6.5,8,-1,-1,-1,6.4
2009160,2002,7.6,6,-1,5,-1,-1,-1,5.25,4.5,5.25,4
2009161,2002,7.4,7.75,6.17,-1,3.75,7,7.75,-1,-1,-1,4.2
2009162,2002,7.6,7.25,-1,6.75,-1,-1,-1,7.25,6,7,3.8
2009163,2002,5.4,6,6,-1,3.25,7.25,7.5,-1,-1,-1,6.6
2009164,2002,6.8,6.5,7.17,-1,7.5,6.25,7.75,-1,-1,-1,5.4
2009165,2002,7,6.5,-1,6.08,-1,-1,-1,5.5,6,6.75,5.2
2009166,2002,6.2,5.5,-1,5.5,-1,-1,-1,5.75,6,4.75,7.6
2009167,2002,7,6.5,-1,6.75,-1,-1,-1,5.5,7.75,7,5.8
2009168,2002,5.8,5.5,-1,5.08,-1,-1,-1,4.5,5.5,5.25,3.2
2009169,2002,8.2,7.5,-1,6.42,-1,-1,-1,4.25,7.75,7.25,3.4
2009170,2002,6.6,6.5,-1,5.42,-1,-1,-1,5,5.5,5.75,4.4
2009171,2002,7.4,7.25,-1,6.08,-1,-1,-1,4,7,7.25,4.2
2009172,2002,5.8,6.5,-1,5.33,-1,-1,-1,4.25,7,4.75,5.6
2009173,2002,5.6,6.33,6.83,-1,5.5,6.75,8.25,-1,-1,-1,4.2
2009174,2002,6.8,7.5,-1,6.5,-1,-1,-1,5.75,7,6.75,3.8
2009175,2002,7.8,8.5,-1,6.33,-1,-1,-1,7,6.5,5.5,5.4
2009176,2002,7.6,7.5,-1,6.5,-1,-1,-1,4.75,6.75,8,3.4
2009177,2002,7.8,7.75,-1,6.58,-1,-1,-1,5.25,5.75,8.75,2.6
2009178,2002,7.6,6.75,-1,5.58,-1,-1,-1,4.75,6.25,5.75,4.4
2009179,2002,7.6,8,6.08,-1,4.75,4.75,8.75,-1,-1,-1,5.2
2009180,2002,8,7,-1,7.17,-1,-1,-1,6,8,7.5,4.2
2009181,2002,6.8,7.25,-1,5.5,-1,-1,-1,3.5,6.5,6.5,4.2
2009182,2002,5.2,6.91,6.42,-1,4.75,7.25,7.25,-1,-1,-1,5
2009183,2002,7.8,5.75,-1,5.58,-1,-1,-1,5.25,6,5.5,6.4
2009184,2002,6,4.75,-1,5.25,-1,-1,-1,4.75,6,5,4.4
2009185,2002,7.4,7.25,-1,6.5,-1,-1,-1,5.25,7.25,7,3.4
2009186,2002,6.2,7,-1,5.67,-1,-1,-1,4,6,7,4.6
2009187,2002,7.6,6.5,-1,7.42,-1,-1,-1,6.75,7.5,8,7.4
2009188,2002,7.2,6,-1,6.58,-1,-1,-1,5.25,7.25,7.25,4.8
2009189,2002,6.4,7.25,5.92,-1,3.75,5.5,8.5,-1,-1,-1,6.8
2009190,2002,6.6,6.5,7.17,-1,6.5,6.25,8.75,-1,-1,-1,6.6
2009191,2002,7.6,7.5,4.92,-1,2.75,5.75,6.25,-1,-1,-1,3.2
2009192,2002,5.6,7.5,6.08,-1,4.25,6.5,7.5,-1,-1,-1,3.6
2009193,2002,6.2,7.5,5,-1,5.75,3,6.25,-1,-1,-1,3.8
2009194,2002,8,7.5,6.92,-1,5.75,6,9,-1,-1,-1,5.4
2009195,2002,4,5.75,5.5,-1,3.75,6.5,6.25,-1,-1,-1,2.6
2009197,2002,7,6.5,-1,5.42,-1,-1,-1,5.25,5.75,5.25,4.8
2009198,2002,6.6,7,6.5,-1,5.5,6,8,-1,-1,-1,4.8
2009199,2002,6.2,3.75,6.42,-1,4,7.25,8,-1,-1,-1,5.4
2009200,2002,7.6,7.25,-1,5.67,-1,-1,-1,4.25,7.25,5.5,4.2
2009201,2002,6.8,6.5,-1,6.25,-1,-1,-1,5.25,7,6.5,3.4
2009202,2002,7.8,6.5,-1,7.08,-1,-1,-1,6.75,6.75,7.75,6
2009203,2002,5.2,7,-1,4.42,-1,-1,-1,4,5.25,4,4.8
2009204,2002,8,6.25,-1,5.67,-1,-1,-1,3.75,6.5,6.75,4.4
2009205,2002,6.8,7.25,-1,6.08,-1,-1,-1,5,7.25,6,4.8
2009206,2002,5.2,6.5,-1,4.83,-1,-1,-1,4.25,6,4.25,3.8
2009207,2002,7.6,7,-1,5.75,-1,-1,-1,5.25,6.75,5.25,6.2
2009208,2002,7.2,7,7.33,-1,5.5,8,8.5,-1,-1,-1,7.2
2009209,2002,5,7.25,6.42,-1,3.75,6,9.5,-1,-1,-1,4
2009210,2002,7,7.75,7.92,-1,7.5,7.75,8.5,-1,-1,-1,4.4
2009211,2002,8.4,6.25,-1,6.42,-1,-1,-1,4.75,7.25,7.25,3.2
2009212,2002,5.8,6.25,-1,3.42,-1,-1,-1,5,2.25,3,5.2
2009213,2002,8,6.5,-1,5.5,-1,-1,-1,4.25,6.5,5.75,2.4
2009214,2002,6.8,6.25,-1,5.5,-1,-1,-1,4.75,6.5,5.25,3.4
2009215,2002,5.6,6,6,-1,3.25,6.5,8.25,-1,-1,-1,3.2
2009216,2002,7,6.25,-1,5.83,-1,-1,-1,4.5,6.5,6.5,3.8
2009217,2002,5,6,-1,4.83,-1,-1,-1,3.5,5.75,5.25,5.6
2009218,2002,3.8,6.75,-1,3.58,-1,-1,-1,2.75,5,3,4.2
2009219,2002,6.8,6.75,-1,4.17,-1,-1,-1,3,5.25,4.25,5.4
2009220,2002,8,7,-1,5.25,-1,-1,-1,4.5,6,5.25,5.8
2009221,2002,6.6,8,-1,4.83,-1,-1,-1,4.25,5,5.25,4.8
2009222,2002,4.8,6.75,5,-1,3.25,5.25,6.5,-1,-1,-1,6.4
2009223,2002,7.8,8.25,-1,7.5,-1,-1,-1,7.25,7.75,7.5,5.4
2009224,2002,7.4,5.75,4.67,-1,2.75,4.5,6.75,-1,-1,-1,4.8
2009225,2002,6.8,8,7.58,-1,8,6.25,8.5,-1,-1,-1,4
2009226,2002,7.2,6.25,-1,6.5,-1,-1,-1,5.5,6.75,7.25,4.8
2009227,2002,6,5.5,5.75,-1,3.25,6.5,7.5,-1,-1,-1,2.6
2009228,2002,8.4,6,-1,7.33,-1,-1,-1,6.75,7.5,7.75,6.2
2009229,2002,5.8,6.5,-1,4.5,-1,-1,-1,3.75,6,3.75,3.8
2009230,2002,8,8,7.5,-1,5.75,7.25,9.5,-1,-1,-1,4.8
2009231,2001,7.2,6.5,-1,5.42,-1,-1,-1,5.75,5.75,4.75,3.2
2009232,2002,7.6,8.25,6.5,-1,4,7.5,8,-1,-1,-1,5.2
2009233,2002,7.2,7.5,-1,5.5,-1,-1,-1,4.75,6,5.75,3.2
2009234,2002,7.6,8.25,8.5,-1,8.25,7.75,9.5,-1,-1,-1,6.2
2009235,2002,6.2,6.5,5.42,-1,3,5.5,7.75,-1,-1,-1,4.2
2009236,2002,7.4,7,6.33,-1,3.5,6.5,9,-1,-1,-1,6
2009237,2002,6.4,6.75,-1,4.42,-1,-1,-1,2.5,5.75,5,4.2
2009238,2002,7.2,7,-1,6.25,-1,-1,-1,4.75,7.5,6.5,4.4
2009239,2002,6.2,6.5,-1,5.08,-1,-1,-1,5.75,4.25,5.25,5.4
2009240,2002,8,8.25,-1,5.58,-1,-1,-1,4.5,5.25,7,6.4
2009241,2002,8,6.75,7,-1,4.25,7,9.75,-1,-1,-1,4.8
2009242,2002,6.8,8,6,-1,3.75,6.75,7.5,-1,-1,-1,6
2009243,2002,7.6,6,6.92,-1,5.75,6.5,8.5,-1,-1,-1,-1
2009244,2002,6.2,4.25,7.17,-1,5.5,7,9,-1,-1,-1,-1
2009245,2002,8.4,7.5,-1,5.75,-1,-1,-1,6,5.5,5.75,-1
2009246,2002,8,6.5,8.08,-1,7.25,7.75,9.25,-1,-1,-1,6.6
2009247,2002,8.4,7,-1,6.25,-1,-1,-1,6,6.5,6.25,6.8
2009248,2002,7.6,6.75,7.08,-1,4.75,7.75,8.75,-1,-1,-1,5.2
2009249,2002,6.8,7.25,6.92,-1,5.25,7.25,8.25,-1,-1,-1,6.8
2009250,2002,7,6.5,6.75,-1,5.75,6.5,8,-1,-1,-1,5.6
2009251,2002,8.2,8.25,7.42,-1,6.5,7,8.75,-1,-1,-1,6.2
2009252,2002,7.4,6.25,-1,6.25,-1,-1,-1,5,7.25,6.5,3.6
2009253,2002,8,4.75,-1,6.92,-1,-1,-1,6.5,8,6.25,7.2
2009254,2002,8,7.5,-1,7.33,-1,-1,-1,6.5,7.5,8,4.8
2009255,2002,7.6,7.5,-1,7.17,-1,-1,-1,7.25,6.75,7.5,7.8
2009256,2002,5,6.5,7.42,-1,6.75,7,8.5,-1,-1,-1,-1
2009257,2002,7.8,5.5,-1,4.33,-1,-1,-1,5,3.5,4.5,5.6
2009258,2002,8.2,7.25,-1,7.08,-1,-1,-1,6.5,7,7.75,4.2
2009259,2002,6.2,8,6,-1,4,6,8,-1,-1,-1,4.2
2009260,2002,5.8,7.75,6.5,-1,4.25,6.5,8.75,-1,-1,-1,5
2009261,2002,8.2,7,7.33,-1,5,7.5,9.5,-1,-1,-1,4.2
2009262,2002,7.6,8.5,6.75,-1,3.75,7.5,9,-1,-1,-1,5
2009263,2002,8.6,6.25,-1,6.75,-1,-1,-1,7.75,4.75,7.75,5.4
2009264,2002,5.2,6.75,6.42,-1,4.25,7.5,7.5,-1,-1,-1,6.8
2009265,2002,8.6,6.75,6.67,-1,3.75,7.5,8.75,-1,-1,-1,7.8
2009266,2002,8.6,7.75,-1,6.08,-1,-1,-1,6.75,5.75,5.75,7.2
2009267,2002,8.2,7,8.25,-1,7.75,7.75,9.25,-1,-1,-1,-1
2009268,2002,8.2,6,5.92,-1,4.5,5.75,7.5,-1,-1,-1,9
2009269,2002,5,7,7.25,-1,5.5,7.25,9,-1,-1,-1,6.4
2009270,2002,6.6,7.25,7.08,-1,5.25,7,9,-1,-1,-1,6.4
2009271,2002,6.6,6.5,7.25,-1,6,7.75,8,-1,-1,-1,-1
2009272,2002,7.6,7.75,6.58,-1,4.25,6.5,9,-1,-1,-1,6
2009273,2002,8.6,7,-1,8,-1,-1,-1,7.25,9,7.75,8
2009274,2002,7.6,7.5,8.5,-1,8.25,8.25,9,-1,-1,-1,9
2009275,2002,6.8,7.25,-1,6.5,-1,-1,-1,6.5,5.75,7.25,6.2
2009276,2002,7.2,6,6.67,-1,5,7,8,-1,-1,-1,5
2009277,2002,6.6,5.25,6,-1,4,6.75,7.25,-1,-1,-1,3.4
2009278,2002,7.8,7,-1,7.08,-1,-1,-1,7.5,6,7.75,7
2009279,2002,7.6,7.5,7.25,-1,5,7.5,9.25,-1,-1,-1,8.2
2009280,2002,7.6,8,7.25,-1,6,7.5,8.25,-1,-1,-1,5.6
2009281,2002,7.6,7.75,6.75,-1,4.5,7.75,8,-1,-1,-1,5
2009282,2002,7.8,7.25,7.5,-1,6.25,7.25,9,-1,-1,-1,8.4
2009283,2002,6.4,6.25,7.42,-1,6,7,9.25,-1,-1,-1,4.2
2009284,2002,9,6.25,-1,6.42,-1,-1,-1,4.75,8.25,6.25,7.2
2009285,2002,8.4,7,8.75,-1,8.75,9.25,8.25,-1,-1,-1,5.8
2009286,2002,6.8,6.25,-1,6.67,-1,-1,-1,5.5,6.75,7.75,6
2009287,2002,5.6,5,-1,6.5,-1,-1,-1,5.25,5.75,8.5,6.4
2009288,2002,8.8,8,7.33,-1,5.75,7.25,9,-1,-1,-1,7.6
2009289,2002,8.6,8.5,-1,5.75,-1,-1,-1,7.25,4.5,5.5,5.8
2009290,2002,8.4,7.25,-1,7.17,-1,-1,-1,6.25,7.75,7.5,8.4
2009291,2002,7.2,6.5,7.08,-1,5,7.5,8.75,-1,-1,-1,5.6
2009292,2002,7.8,6.5,-1,6.5,-1,-1,-1,6.5,6.75,6.25,8
2009293,2002,8.4,6.25,-1,7.17,-1,-1,-1,7.25,7.5,6.75,7.4
2009294,2002,8.8,7.5,-1,7.92,-1,-1,-1,7.25,8.25,8.25,-1
2009295,2002,7.2,8.25,8.25,-1,8.5,7.5,8.75,-1,-1,-1,7
2009296,2002,7.8,8.25,8.08,-1,6.5,8,9.75,-1,-1,-1,7.8
2009297,2002,5.8,6.75,6.5,-1,3.25,6.75,9.5,-1,-1,-1,5
2009298,2002,5,6.5,6.58,-1,4.75,6.75,8.25,-1,-1,-1,3.6
2009299,2002,6.6,7.5,6.75,-1,4.75,6.75,8.75,-1,-1,-1,6.8
2009300,2002,7.6,6.5,-1,6.25,-1,-1,-1,5.75,7.75,5.25,5.8
2009301,2002,8,7,6.42,-1,4.25,7.75,7.25,-1,-1,-1,-1
2009302,2002,6.8,8.5,6.5,-1,5.5,5.75,8.25,-1,-1,-1,6.4
2009303,2002,5.6,6.25,6.5,-1,5,6.75,7.75,-1,-1,-1,7.2
2009304,2002,9,5.5,-1,5.25,-1,-1,-1,4.5,6.5,4.75,6.4
2009305,2002,7.8,7,-1,7.25,-1,-1,-1,7.5,6,8.25,5.4
2009306,2002,7.2,7,-1,4.75,-1,-1,-1,4,5.5,4.75,4.4
2009307,2002,7.8,7.5,-1,6.75,-1,-1,-1,6,7.5,6.75,5.6
2009308,2002,8.6,8,-1,6.92,-1,-1,-1,6.75,6,8,5.8
2009309,2002,8.2,8,7.75,-1,8,6.75,8.5,-1,-1,-1,8.8
2009310,2002,6.8,7.25,-1,6.58,-1,-1,-1,6.5,6,7.25,4.8
2009311,2002,6.2,7.25,7.33,-1,4.75,8,9.25,-1,-1,-1,9.4
2009312,2002,7.8,7,8.5,-1,8,8,9.5,-1,-1,-1,8.8
2009313,2002,9,7,-1,6.92,-1,-1,-1,7.75,5.25,7.75,6.2
2009314,2002,8.2,6.75,-1,7.17,-1,-1,-1,6.75,7,7.75,8.2
2009315,2002,8.2,8.75,7.75,-1,7.75,7.25,8.25,-1,-1,-1,8.4
2009316,2002,7.6,8,7.92,-1,6.5,8.25,9,-1,-1,-1,7
2009317,2002,8.4,7.75,-1,6.92,-1,-1,-1,6.75,5.5,8.5,8.6
2009318,2002,7.8,7.75,7.42,-1,5,7.75,9.5,-1,-1,-1,8.4
2009319,2002,8,7.5,-1,5.17,-1,-1,-1,4,5,6.5,6.4
2009320,2002,7.6,7.75,7.92,-1,7.25,8.25,8.25,-1,-1,-1,8
2009321,2002,8.2,7,-1,6.92,-1,-1,-1,6.75,7,7,6.8
2009322,2002,8,6.75,-1,5.83,-1,-1,-1,5,5,7.5,8.2
2009323,2001,7,7,-1,5.08,-1,-1,-1,5.75,3.5,6,5.2
2009324,2002,7.6,7,6.92,-1,5,7,8.75,-1,-1,-1,3.8
2009325,2002,8.6,6,7.25,-1,5.75,7.25,8.75,-1,-1,-1,-1
2009326,2002,8.8,6.75,-1,4.92,-1,-1,-1,4.75,6,4,6
2009327,2002,7.4,7.75,8.75,-1,8,8.5,9.75,-1,-1,-1,4.8
2009328,2002,8.6,6.75,-1,7,-1,-1,-1,5.75,7.5,7.75,8.6
2009329,2002,8.2,6.75,-1,7.5,-1,-1,-1,6.5,7.75,8.25,-1
2009330,2002,8.2,7.25,-1,7.42,-1,-1,-1,7,8,7.25,4.4
2009331,2002,7.8,7,-1,6.08,-1,-1,-1,5,6.75,6.5,6.4
2009332,2000,8.6,7,-1,6.17,-1,-1,-1,5,6.75,6.75,7.4
2009333,2002,9.2,8,-1,7.25,-1,-1,-1,6.25,8.5,7,8.6
2009334,2002,8.2,7.5,-1,7.42,-1,-1,-1,7,7.75,7.5,8.4
2009335,2002,7.8,8.25,-1,6.92,-1,-1,-1,5.5,7.25,8,6.4
2009336,2002,8.4,6.75,8.5,-1,8,8.5,9,-1,-1,-1,-1
2009337,2002,4.4,7,5,-1,2.75,5.25,7,-1,-1,-1,2
2009338,2002,8.4,8,7.33,-1,6.75,7,8.25,-1,-1,-1,6
2009339,2002,8.8,8.5,-1,6.67,-1,-1,-1,6.5,7.5,6,8.8
2009340,2002,7.4,8.25,7.33,-1,6.25,7,8.75,-1,-1,-1,4.6
2009341,2002,8.4,7.25,-1,7.17,-1,-1,-1,6.75,6,8.75,5.4
2009342,2002,9.4,8.25,-1,8.75,-1,-1,-1,8,8.75,9.5,7.4
